State,name,site_name,collection_date,bcov_recovery,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_lci,Influenza_A_gc_g_dry_weight_uci,PMMoV_gc_g_dry_weight,PMMoV_gc_g_dry_weight_lci,PMMoV_gc_g_dry_weight_uci
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/1/20,0.846,18524.21024,13475.33401,24699.92523,7.33E+08,6.27E+08,8.35E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/1/23,1.221,3344.837516,1738.188915,5726.417678,1.99E+08,1.86E+08,2.11E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/1/25,4.897,2278.80586,1184.211701,3901.352417,3.09E+08,2.69E+08,3.46E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/1/27,1.259,0,0,0,2.09E+08,1.98E+08,2.20E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/1/30,1.433,25037.34243,17344.07159,33785.49043,3.48E+08,3.31E+08,3.65E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/1,0.535,6590.811032,2223.339977,11650.82467,1.26E+08,1.07E+08,1.46E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/3,1.046,0,0,0,2.42E+08,2.30E+08,2.54E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/6,0.79,0,0,0,4.11E+08,3.61E+08,4.60E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/8,1.211,8313.646042,5344.23732,12221.21176,2.84E+08,2.73E+08,2.95E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/10,0.859,13276.23456,8135.6384,18989.10369,5.90E+08,5.33E+08,6.49E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/13,1.657,0,0,0,8.48E+07,7.59E+07,9.45E+07
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/15,1.848,0,0,0,2.28E+08,2.13E+08,2.42E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/17,1.248,0,0,0,6.44E+08,6.18E+08,6.69E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/20,1.763,0,0,0,3.87E+08,3.73E+08,4.02E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/22,0.961,0,0,0,2.43E+08,2.16E+08,2.71E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/24,1.524,0,0,0,2.81E+08,2.68E+08,2.95E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/2/27,2.013,0,0,0,1.69E+08,1.41E+08,1.98E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/1,1.59,0,0,0,2.47E+08,2.09E+08,2.88E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/3,0.911,0,0,0,3.07E+08,2.94E+08,3.21E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/6,1.341,0,0,0,3.69E+08,3.50E+08,3.85E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/8,1.237,0,0,0,3.65E+08,3.19E+08,4.03E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/10,1.929,0,0,0,4.52E+08,4.35E+08,4.68E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/13,1.149,16111.81145,11050.1609,20813.35439,2.22E+08,2.13E+08,2.32E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/15,1.239,0,0,0,2.69E+08,2.59E+08,2.79E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/17,1.167,0,0,0,4.28E+08,4.13E+08,4.43E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/20,0.947,5182.937475,0,10216.26362,3.92E+08,3.74E+08,4.10E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/22,1.788,0,0,0,5.12E+08,3.66E+08,6.74E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/24,1.642,0,0,0,2.15E+08,2.07E+08,2.23E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/27,0.779,0,0,0,2.02E+08,1.94E+08,2.11E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/29,1.575,0,0,0,6.66E+08,6.44E+08,6.89E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/3/31,1.155,0,0,0,3.10E+08,2.98E+08,3.22E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/3,1.404,0,0,0,2.37E+08,2.29E+08,2.44E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/5,0.979,5288.518781,3036.909783,8447.170538,3.47E+08,3.34E+08,3.59E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/7,0.943,0,0,0,9.75E+08,8.77E+08,1.07E+09
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/10,0.988,0,0,0,2.39E+08,2.27E+08,2.50E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/12,1.253,0,0,0,8.62E+08,7.90E+08,9.31E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/14,1.184,0,0,0,4.81E+08,4.58E+08,5.07E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/17,1.375,0,0,0,8.94E+08,8.74E+08,9.15E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/19,1.373,0,0,0,2.20E+08,2.12E+08,2.27E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/21,1.433,0,0,0,4.30E+08,4.16E+08,4.44E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/24,1.924,0,0,0,2.71E+08,2.63E+08,2.80E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/26,1.033,0,0,0,2.21E+08,2.07E+08,2.34E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/4/28,1.039,0,0,0,2.70E+08,2.52E+08,2.88E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/1,1.574,6806.69584,4173.833506,10366.70583,6.28E+08,5.74E+08,6.81E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/3,0.689,0,0,0,5.13E+08,4.97E+08,5.28E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/5,1.507,0,0,0,2.89E+08,2.39E+08,3.35E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/8,0.936,0,0,0,5.18E+08,4.79E+08,5.58E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/10,1.12,0,0,0,3.56E+08,3.22E+08,3.89E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/12,0.976,0,0,0,3.09E+08,2.71E+08,3.53E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/15,1.132,0,0,0,3.82E+08,3.74E+08,3.92E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/17,0.944,0,0,0,1.70E+08,1.53E+08,1.85E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/19,0.975,0,0,0,2.31E+08,1.90E+08,2.73E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/22,0.541,0,0,0,9.63E+08,9.37E+08,9.88E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/24,0.852,0,0,0,3.38E+08,2.13E+08,4.55E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/26,0.941,0,0,0,3.23E+08,2.90E+08,3.54E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/29,1.032,0,0,0,4.91E+08,4.76E+08,5.05E+08
ID,"Lander Street, Boise, ID",Lander Street Water Renewal Facility,2023/5/31,0.926,5477.40932,2750.094282,8748.874772,3.52E+08,3.38E+08,3.66E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/8,0.466,0,0,0,2.70E+08,2.61E+08,2.79E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/10,1.488,3588.920583,1865.032067,6144.281725,5.29E+08,5.08E+08,5.50E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/12,0.895,0,0,0,2.10E+08,2.00E+08,2.19E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/15,1.182,0,0,0,1.92E+08,1.64E+08,2.21E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/16,0.946,0,0,0,6.12E+08,5.70E+08,6.52E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/17,0.825,0,0,0,8.18E+08,7.98E+08,8.36E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/22,1.578,0,0,0,2.77E+08,2.55E+08,3.01E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/24,1.648,0,0,0,6.82E+09,6.42E+09,7.21E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/26,1.043,0,0,0,3.23E+08,2.93E+08,3.53E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/29,0.68,0,0,0,1.57E+09,1.27E+09,1.89E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/8/31,0.903,0,0,0,1.33E+08,1.25E+08,1.41E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/2,0.783,0,0,0,6.55E+08,6.42E+08,6.68E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/7,0.769,0,0,0,5.09E+08,4.76E+08,5.42E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/8,0.68,0,0,0,4.16E+08,3.97E+08,4.36E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/9,1.407,0,0,0,2.27E+08,2.10E+08,2.47E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/12,1.193,0,0,0,4.74E+08,4.31E+08,5.14E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/14,1.043,0,0,0,4.22E+08,4.08E+08,4.36E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/16,0.929,0,0,0,3.60E+08,3.47E+08,3.73E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/19,1.002,0,0,0,1.32E+09,1.17E+09,1.48E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/20,1.123,0,0,0,2.66E+08,2.56E+08,2.75E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/21,1.036,0,0,0,4.81E+08,4.40E+08,5.23E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/26,0.64,0,0,0,9.65E+08,8.63E+08,1.07E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/28,0.943,0,0,0,3.53E+08,3.40E+08,3.66E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/9/30,1.379,0,0,0,2.69E+08,2.56E+08,2.81E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/3,1.124,0,0,0,7.94E+08,7.52E+08,8.37E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/5,1.082,0,0,0,5.05E+08,4.71E+08,5.39E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/7,0.976,0,0,0,3.47E+08,3.35E+08,3.59E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/10,1.004,0,0,0,5.52E+08,5.20E+08,5.84E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/12,1.04,0,0,0,6.67E+08,6.47E+08,6.86E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/14,0.798,4511.094623,2344.250414,7723.068661,7.99E+08,6.93E+08,8.78E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/17,1.016,4893.435814,2599.488585,7816.121313,5.88E+08,5.72E+08,6.03E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/19,0.991,0,0,0,1.30E+09,1.11E+09,1.49E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/21,0.725,0,0,0,7.22E+08,6.76E+08,7.65E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/24,1.135,0,0,0,4.62E+08,4.45E+08,4.80E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/26,1.167,3638.965928,1891.037045,6229.969039,4.85E+08,4.34E+08,5.35E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/28,1.042,0,0,0,7.09E+08,6.55E+08,7.60E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/10/31,1.595,0,0,0,1.09E+09,9.58E+08,1.24E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/2,1.123,0,0,0,5.06E+08,4.92E+08,5.23E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/4,0.766,11181.07888,8750.302879,14025.67308,4.14E+08,3.57E+08,4.77E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/7,1.167,11118.87021,7574.333084,15551.3522,4.93E+08,4.33E+08,5.60E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/8,1.555,53203.36938,44233.16102,63312.15166,8.94E+08,8.66E+08,9.25E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/9,1.055,15981.20871,10645.64075,22858.0435,5.89E+08,4.49E+08,7.34E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/14,1.411,16735.08238,11550.65485,22158.54601,6.87E+08,6.55E+08,7.22E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/16,1.131,192031.7033,176139.8786,207925.1764,9.68E+08,9.48E+08,9.89E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/18,0.601,42661.22331,35678.14642,50501.90105,6.85E+08,5.77E+08,7.85E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/21,1.616,170806.9586,149757.7844,185563.1687,8.36E+08,8.10E+08,8.64E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/22,1.676,58623.9937,49415.59327,68912.71641,4.55E+08,4.28E+08,4.80E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/23,1.552,108522.452,84736.03622,133298.1552,5.21E+08,4.14E+08,6.23E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/28,1.142,61339.43487,53174.92308,70300.86517,3.49E+08,2.85E+08,4.00E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/11/30,0.975,202191.6029,181118.9269,223416.1038,7.16E+08,4.89E+08,9.45E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/2,1.394,36424.36675,31434.15714,41917.31809,5.73E+08,5.59E+08,5.86E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/5,1.458,79812.12264,67957.75938,91750.92245,8.42E+08,8.20E+08,8.64E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/7,1.144,198487.3604,176620.4834,222078.3309,7.68E+08,7.50E+08,7.87E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/9,1.231,54498.27634,47632.57442,61568.27486,2.72E+08,2.53E+08,2.91E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/12,1.075,55245.9004,46451.26035,65087.67003,5.96E+08,5.53E+08,6.37E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/14,1.321,139468.8602,113220.385,165393.7218,1.05E+09,1.03E+09,1.07E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/16,1.138,217611.1009,178952.0737,257654.4519,7.03E+08,5.14E+08,8.93E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/19,0.898,97877.88944,87505.47879,109040.4262,5.81E+08,5.41E+08,6.23E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/20,0.774,159579.1257,140505.0036,180710.4898,9.48E+08,8.46E+08,1.06E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/21,0.8,40245.52293,33005.05046,48476.24735,4.28E+08,3.57E+08,5.01E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/27,1.131,56642.00049,48371.95996,65805.6736,6.96E+08,6.24E+08,7.68E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/28,1.134,126780.192,114189.6641,140178.5458,1.42E+09,1.39E+09,1.46E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2022/12/30,1.271,118482.5017,104252.8397,131509.2331,5.67E+08,5.50E+08,5.83E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/3,2.578,61486.30997,54032.70941,69596.19194,4.64E+08,4.53E+08,4.75E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/4,0.913,69254.22702,58375.75904,80509.46653,6.80E+08,6.43E+08,7.13E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/6,0.922,8666.801213,7050.027506,10513.93307,7.71E+07,7.50E+07,7.92E+07
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/9,1.357,7052.991004,3991.186801,9864.61027,4.08E+08,3.96E+08,4.19E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/11,1.25,4192.145021,2178.505198,7177.015683,1.99E+09,1.62E+09,2.36E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/13,1.031,12347.08748,6276.325471,18179.92286,3.24E+08,3.03E+08,3.44E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/16,1.344,2827.909258,1469.562061,4841.420386,2.86E+08,2.56E+08,3.22E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/17,1.281,24990.81326,18179.43936,33322.38296,3.55E+08,3.39E+08,3.71E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/18,0.793,15508.56719,11281.50837,20679.1605,3.03E+08,2.94E+08,3.12E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/23,1.419,8272.452092,5518.440024,10888.31699,2.61E+08,2.36E+08,2.85E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/25,3.9,22274.21797,13462.97603,30327.3201,9.48E+08,8.85E+08,1.00E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/27,0.568,6336.500479,3885.509431,9650.600048,6.45E+08,5.43E+08,7.41E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/1/30,1.019,0,0,0,6.21E+08,5.87E+08,6.54E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/1,0.857,3605.16169,1873.469808,6172.097391,3.77E+08,3.66E+08,3.88E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/3,0.599,0,0,0,1.62E+08,1.46E+08,1.76E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/6,0.877,0,0,0,6.19E+08,5.50E+08,6.89E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/8,1.167,0,0,0,5.46E+08,5.31E+08,5.61E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/10,0.782,0,0,0,3.57E+08,3.32E+08,3.83E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/13,0.561,0,0,0,5.83E+08,5.67E+08,5.98E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/15,1.37,0,0,0,6.46E+08,6.04E+08,6.85E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/17,2.605,0,0,0,3.70E+08,3.55E+08,3.85E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/21,0.888,0,0,0,5.15E+08,4.89E+08,5.39E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/22,1.017,0,0,0,4.60E+08,4.42E+08,4.78E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/24,0.99,0,0,0,3.93E+08,3.69E+08,4.18E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/27,0.639,0,0,0,6.58E+08,5.43E+08,7.81E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/2/28,1.111,0,0,0,4.77E+08,4.46E+08,5.11E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/2,1.117,0,0,0,5.01E+08,4.87E+08,5.15E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/6,0.717,3813.130362,2071.610442,6229.951038,9.67E+08,9.47E+08,9.87E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/8,1.426,8598.946958,4549.959727,13325.7355,9.05E+08,8.84E+08,9.26E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/9,0.809,16892.81543,12506.81995,21479.38463,4.57E+08,3.93E+08,5.31E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/13,1.619,8080.820604,2092.144165,14361.2168,1.64E+09,1.61E+09,1.68E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/15,0.889,2323.740108,0,4349.39186,2.50E+08,2.23E+08,2.77E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/17,1.21,5931.152728,2970.709232,9473.642694,5.01E+08,4.84E+08,5.19E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/20,1.111,0,0,0,1.53E+08,1.44E+08,1.63E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/22,1.048,22749.23901,3449.231239,58143.90527,7.46E+08,7.21E+08,7.69E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/23,0.593,38869.49876,31329.7321,47531.98227,3.42E+08,3.07E+08,3.79E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/27,1.326,0,0,0,3.36E+08,3.19E+08,3.52E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/29,1.33,8302.071861,5090.789635,12644.19351,1.23E+09,1.10E+09,1.35E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/3/31,0.77,0,0,0,8.88E+08,8.50E+08,9.31E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/3,1.221,0,0,0,3.07E+08,2.70E+08,3.47E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/5,1.572,9651.651486,6616.140388,13499.21487,8.54E+08,8.23E+08,8.87E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/7,0.764,4521.460679,1415.761762,7740.825618,8.06E+08,7.89E+08,8.24E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/10,0.839,0,0,0,3.55E+08,3.32E+08,3.81E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/12,1.114,0,0,0,5.12E+08,4.80E+08,5.51E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/14,0.285,0,0,0,4.77E+08,3.71E+08,5.81E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/17,1.057,0,0,0,1.04E+09,1.02E+09,1.07E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/18,1.328,0,0,0,1.22E+08,1.06E+08,1.37E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/21,0.736,0,0,0,3.02E+08,2.81E+08,3.21E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/24,0.876,0,0,0,7.54E+08,6.74E+08,8.37E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/26,1.759,0,0,0,2.88E+08,2.73E+08,3.06E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/4/28,0.778,0,0,0,3.71E+08,3.52E+08,3.92E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/5/2,1.585,3468.444421,1802.424118,5938.030707,7.43E+08,7.27E+08,7.59E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/5/3,1.416,0,0,0,1.11E+09,1.09E+09,1.13E+09
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/5/4,1.373,0,0,0,2.99E+08,2.71E+08,3.30E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/5/8,1.411,0,0,0,3.11E+08,2.97E+08,3.24E+08
CA,"Las Gallinas, San Rafael, CA",Las Gallinas Valley Sanitary District,2023/5/10,0.945,0,0,0,7.99E+08,7.79E+08,8.18E+08
