date,concentration_ocean,low_ocean,med_ocean,upr_ocean,concentration_palo,low_palo,med_palo,upr_palo,concentration_san,low_san,med_san,upr_san,concentration_silicon,low_silicon,med_silicon,upr_silicon,concentration_south,low_south,med_south,upr_south,concentration_sunny,low_sunny,med_sunny,upr_sunny
2022/1/11,500,2.842969091,3.056615794,3.237241508,7073.224044,3.574613275,3.75397783,3.946600269,3152.854512,3.181283787,3.307934405,3.435683523,500,3.149992562,3.338252479,3.504011495,NA,2.945867203,3.484066872,4.04886981,1430.894309,2.98914188,3.139841289,3.27952236
2022/1/12,NA,2.855451025,3.056376956,3.225144097,4367.834505,3.586880281,3.754199856,3.932323462,1724.429606,3.177555798,3.293887077,3.409822918,1317.647059,3.180807161,3.353187023,3.507923685,NA,2.961020378,3.484698021,4.028161571,500,2.963092464,3.109740301,3.245381247
2022/1/13,500,2.868387898,3.055514597,3.214654092,11282.97575,3.595673896,3.753100536,3.921399976,1459.670067,3.168238305,3.279841361,3.387865786,500,3.208195984,3.368943635,3.510856709,NA,2.974357911,3.484231596,4.016822327,500,2.92918187,3.082765573,3.216544244
2022/1/14,NA,2.877109591,3.054966573,3.203584416,13460.97494,3.591897834,3.748245806,3.908601444,500,3.157765708,3.266025273,3.371246077,500,3.235479055,3.384550633,3.517421802,NA,2.988920781,3.484875422,4.001260252,500,2.89986912,3.057681014,3.191842716
2022/1/15,500,2.886927503,3.0541894,3.198043433,8864,3.587809336,3.739826257,3.896742212,500,3.145509877,3.253466973,3.356711231,500,3.261352874,3.399801175,3.527084127,NA,3.001370183,3.485487742,3.983034038,500,2.868737733,3.036805316,3.174977655
2022/1/16,1454.545455,2.893304417,3.053048523,3.190615316,8634.920635,3.578747126,3.726519351,3.882063494,500,3.134991453,3.241304635,3.345170168,500,3.285020822,3.415740252,3.533518385,NA,3.006909834,3.484885229,3.969546877,500,2.84353097,3.019976436,3.161064609
2022/1/17,500,2.89756858,3.052420109,3.1811431,10151.72414,3.564768863,3.709151212,3.86194404,500,3.12333215,3.230475137,3.333068383,500,3.308826281,3.430843534,3.542566035,NA,3.014942316,3.484613469,3.960186113,500,2.823237875,3.005549844,3.150882738
2022/1/18,500,2.898899776,3.0515678,3.17576168,7078.251634,3.549634652,3.689262268,3.838252936,500,3.112410661,3.220510766,3.324585741,500,3.328785013,3.445959091,3.552851056,NA,3.021092689,3.485364023,3.957602365,500,2.81083628,2.995471899,3.140518571
2022/1/19,500,2.899498154,3.050838244,3.171769511,6779.608903,3.53138551,3.668588954,3.812127195,500,3.101327136,3.211855052,3.318206194,2759.640576,3.34466109,3.46054347,3.563722601,NA,3.026939132,3.485046747,3.948488529,500,2.798942084,2.988761852,3.136531712
2022/1/20,500,2.897442123,3.048115754,3.169271518,3354.364523,3.511039671,3.644577283,3.784120366,500,3.091828566,3.204485306,3.311194336,3223.007066,3.363533498,3.473424664,3.575530756,NA,3.02885709,3.487031749,3.943609357,500,2.79493729,2.984578562,3.130427825
2022/1/21,500,2.895716049,3.046379189,3.166726506,3078.1676,3.486958849,3.619644203,3.755447521,500,3.08714759,3.197962804,3.305480458,4039.480705,3.378417864,3.485784111,3.586390819,NA,3.030771204,3.485169092,3.934051711,500,2.799312531,2.983931075,3.130384796
2022/1/22,1642.356775,2.892822066,3.044008552,3.163063519,2299.098381,3.461639228,3.594935911,3.727200238,1141.977405,3.080019819,3.191611196,3.297434751,6577.659536,3.391345703,3.49690959,3.596768722,NA,3.033105795,3.485432195,3.924840622,500,2.805538701,2.985884096,3.133272006
2022/1/23,500,2.893035817,3.04068959,3.159645564,1552.642911,3.437804942,3.569439449,3.70099415,12557.33837,3.072716319,3.185743339,3.292603229,500,3.40495882,3.506485746,3.606368815,NA,3.037682031,3.483229199,3.914240468,500,2.814170601,2.989303976,3.134179309
2022/1/24,500,2.888381496,3.037528875,3.158067828,1092.610011,3.415782764,3.546562775,3.675547642,500,3.065285162,3.179277489,3.288489438,2713.34952,3.415119604,3.514851676,3.6144919,NA,3.037068123,3.483524459,3.910851438,500,2.823960785,2.994339526,3.139306029
2022/1/25,500,2.885711372,3.033485719,3.154770171,1332.721789,3.393232529,3.525212621,3.652766235,500,3.057411706,3.173105741,3.282323567,5473.212466,3.422566805,3.522490234,3.621386017,NA,3.039813248,3.484416759,3.910535953,500,2.83341813,3.00048856,3.144114014
2022/1/26,500,2.882093306,3.030414619,3.150962043,4355.882967,3.372847698,3.504879046,3.6338414,1629.965893,3.051409198,3.165627026,3.276474786,12430.82682,3.43078245,3.528151361,3.627092339,NA,3.042742174,3.483779733,3.915075258,1189.812726,2.840047047,3.005702775,3.148085967
2022/1/27,500,2.880827591,3.026625611,3.148573793,4112.283389,3.354279158,3.487216579,3.617389202,500,3.045040756,3.159414399,3.270035799,500,3.437739544,3.533296143,3.634318282,NA,3.039604185,3.483201265,3.913685126,500,2.847666941,3.008284135,3.149734766
2022/1/28,500,2.878781987,3.023532514,3.144152627,1467.705942,3.334979165,3.471084353,3.601043842,500,3.038868539,3.154046169,3.263020233,2775.294302,3.440113382,3.536787267,3.64058836,NA,3.039219536,3.484122132,3.913028362,500,2.85017514,3.010186821,3.153221334
2022/1/29,500,2.875958376,3.020525729,3.139518133,500,3.322753008,3.457335699,3.58913827,500,3.032935996,3.149603186,3.259411111,500,3.444348009,3.541920307,3.645147473,NA,3.040320892,3.48464507,3.920660147,1362.825063,2.849058639,3.009948498,3.150427693
2022/1/30,500,2.871072364,3.017438349,3.137674923,572.0634987,3.310913249,3.446499807,3.576905074,500,3.026559458,3.145444855,3.256595548,500,3.448189183,3.545643841,3.649035217,NA,3.041576815,3.485619834,3.916166301,500,2.845625042,3.007105882,3.14780762
2022/1/31,NA,2.864252524,3.013392535,3.136165146,1115.719607,3.303950261,3.439676172,3.569856561,500,3.021065056,3.14225332,3.25347923,500,3.45268169,3.548306565,3.651985901,NA,3.042648408,3.485634347,3.921786156,500,2.837296532,3.002395098,3.145177085
2022/2/1,500,2.858665896,3.009514037,3.132959046,500,3.300998839,3.435128378,3.56704767,500,3.019464598,3.141124284,3.250845037,1821.665647,3.457388698,3.551793192,3.655206335,NA,3.041064993,3.486886613,3.926566233,500,2.830356365,2.995598259,3.14200877
2022/2/2,944.6531009,2.855219698,3.005900896,3.129417247,500,3.301180918,3.433218957,3.567999523,500,3.018220703,3.139383931,3.251229357,500,3.461157599,3.555071659,3.658280983,NA,3.045346218,3.486797135,3.923442109,500,2.822528856,2.989193399,3.134928781
2022/2/3,500,2.850379998,3.001382534,3.125953775,500,3.305215631,3.432837654,3.571762954,1058.584434,3.018617098,3.138465072,3.250628315,500,3.464194507,3.558428415,3.661071542,NA,3.046475687,3.48800592,3.918663281,500,2.81023795,2.982337623,3.131835913
2022/2/4,500,2.845497103,2.996971416,3.124662532,325402.5546,3.30483954,3.432469197,3.571664231,500,3.020590521,3.139477264,3.249496372,500,3.467830939,3.561625792,3.664309342,NA,3.04969754,3.489169744,3.918951008,500,2.800964572,2.974453365,3.12530747
2022/2/5,960.2204201,2.839598006,2.99089182,3.121581798,500,3.306745964,3.431963525,3.573511476,500,3.023792813,3.141281884,3.251441667,2290.245902,3.472573957,3.563995026,3.666404949,NA,3.048749277,3.489855939,3.915708823,500,2.792971726,2.968183087,3.117485561
2022/2/6,500,2.832217715,2.986271067,3.11685296,4717.41078,3.306994398,3.429949883,3.570399945,500,3.026530523,3.143768625,3.25330216,1179.499494,3.475853125,3.566758625,3.668254805,NA,3.050571943,3.490111628,3.915596625,803.0528539,2.778927386,2.961129422,3.109895091
2022/2/7,500,2.824323421,2.981307372,3.110955207,500,3.303877613,3.427651883,3.564607218,500,3.032041339,3.14660565,3.255046095,500,3.476250745,3.568135882,3.669342533,NA,3.047418927,3.488980967,3.917553907,500,2.764111759,2.953342235,3.102999034
2022/2/8,500,2.817712965,2.97519259,3.107573605,4457.140631,3.300481951,3.423211834,3.56064952,1660.616683,3.03683738,3.148689521,3.256073004,6011.177544,3.477605471,3.569883196,3.668669728,NA,3.046791386,3.490097394,3.916564427,500,2.752655888,2.94520496,3.09847071
2022/2/9,500,2.810675844,2.970246303,3.105396337,3684.72925,3.292909367,3.41518738,3.551200043,500,3.038754295,3.151389011,3.259784213,21769.40511,3.476623461,3.56969751,3.668308338,NA,3.048907043,3.492082517,3.913862146,500,2.742596208,2.938710002,3.093741372
2022/2/10,500,2.805577012,2.966335111,3.101580062,5141.649927,3.284175555,3.406229651,3.54271561,500,3.040606662,3.155204805,3.2632823,7074.27476,3.474935265,3.568567548,3.666897483,NA,3.050603753,3.491911693,3.914991814,500,2.737307159,2.934874506,3.090375633
2022/2/11,500,2.80267099,2.961620577,3.098968657,4568.875664,3.274135572,3.39599041,3.530402753,500,3.044161498,3.158887767,3.267888789,3889.776366,3.473495756,3.566209897,3.665073152,NA,3.053575917,3.490992106,3.913841334,500,2.73254054,2.931380076,3.088666087
2022/2/12,500,2.797637295,2.958974346,3.096127248,500,3.262240571,3.384847551,3.518574664,1051.509036,3.046430042,3.16317974,3.273007406,7264.922063,3.468658665,3.562733951,3.662667016,NA,3.057366057,3.490520002,3.911595065,500,2.727755625,2.930870018,3.089669902
2022/2/13,500,2.794551789,2.9568005,3.094837905,1225.836815,3.248453811,3.373912344,3.509070269,500,3.048270857,3.166351477,3.275823569,2762.737161,3.463122367,3.558297527,3.656872305,NA,3.059702786,3.490613985,3.913864405,500,2.727576259,2.9328627,3.090013762
2022/2/14,500,2.792582366,2.95370945,3.092827508,500,3.233995516,3.363509244,3.497306736,10784.70875,3.050617538,3.168104892,3.280230259,500,3.457381661,3.552004096,3.64995294,NA,3.066029709,3.491214855,3.914488687,500,2.731181246,2.937926787,3.096078097
2022/2/15,500,2.789372796,2.952491765,3.092020714,500,3.222188832,3.355223774,3.488533014,500,3.053842892,3.169871334,3.282033565,3541.973943,3.450097066,3.544805332,3.643554095,NA,3.065018472,3.491392117,3.908254342,500,2.738349148,2.945745768,3.104383042
2022/2/16,NA,2.789013275,2.951810067,3.090991968,1756.627371,3.214270878,3.349382228,3.483321524,500,3.055921351,3.172045515,3.283120969,2543.589744,3.441333771,3.53713167,3.635393028,NA,3.066332156,3.492504942,3.909735017,500,2.754888141,2.95637121,3.113948063
2022/2/17,500,2.789593735,2.951607869,3.090166981,500,3.20854991,3.34455449,3.480476789,500,3.058243852,3.173791638,3.284049654,500,3.431963486,3.528210333,3.628459756,NA,3.062850198,3.490165083,3.904978363,500,2.773756559,2.969702636,3.125045391
2022/2/18,500,2.789996459,2.953486036,3.0900028,500,3.205073219,3.343837138,3.47839209,500,3.061434064,3.175284758,3.285745657,2100.023421,3.422220364,3.518581498,3.621318091,NA,3.061678499,3.489180265,3.90483347,500,2.799450186,2.987665608,3.139157326
2022/2/19,500,2.796717282,2.9550655,3.091205117,500,3.206129533,3.344497045,3.479032889,500,3.063450744,3.177874036,3.286298326,500,3.412224204,3.510169821,3.612556494,NA,3.057938076,3.490818307,3.902559644,500,2.830487941,3.008395144,3.15526187
2022/2/20,500,2.799256116,2.958202244,3.093724275,500,3.209943881,3.348525991,3.480921365,500,3.067282618,3.181589639,3.288445998,6285.76656,3.402837109,3.501038833,3.603327875,NA,3.058049878,3.490288566,3.899054143,500,2.864357687,3.031418598,3.174054866
2022/2/21,500,2.80216668,2.96151074,3.096427552,500,3.21460938,3.353047272,3.483487216,500,3.071313886,3.183887003,3.289167181,500,3.390990419,3.491739782,3.594074791,NA,3.058253739,3.491421592,3.902457786,500,2.900701325,3.056359094,3.192240783
2022/2/22,500,2.808935488,2.966997553,3.099598193,3537.82776,3.218879661,3.358844427,3.490377608,500,3.076091403,3.187334561,3.29089286,500,3.381627633,3.482356716,3.586736627,NA,3.061945122,3.493383707,3.898671286,500,2.935018026,3.083971216,3.214499311
2022/2/23,500,2.816664779,2.972950035,3.104154155,14099.60411,3.225231981,3.363262832,3.493782347,2798.272342,3.081117694,3.189997381,3.29257303,1951.217434,3.368997968,3.473436061,3.577954857,NA,3.069466967,3.493506323,3.898863133,500,2.972575528,3.112346965,3.237781424
2022/2/24,500,2.826323012,2.979283622,3.110126611,NA,3.229713331,3.365740408,3.496930208,2492.032408,3.085690354,3.19292589,3.294586477,2474.011051,3.359015136,3.464892466,3.570422981,NA,3.070258876,3.493089064,3.89807135,500,3.009860323,3.140710244,3.260518488
2022/2/25,500,2.835512076,2.987505074,3.115284217,1475.72891,3.23042312,3.367135673,3.49615402,500,3.087580164,3.195445776,3.297817928,500,3.349830823,3.457270238,3.562333464,NA,3.076143234,3.495324952,3.89908384,1631.441884,3.048987962,3.168579783,3.284340407
2022/2/26,500,2.848893083,2.995834379,3.122388489,500,3.231623692,3.365520368,3.496897609,500,3.093049393,3.199131694,3.30084241,500,3.339844204,3.450012692,3.556420621,NA,3.078561452,3.496234023,3.898421896,500,3.079098524,3.192545749,3.305976714
2022/2/27,500,2.861526543,3.005370542,3.128859121,1895.465998,3.23014166,3.361998621,3.494608495,500,3.095842,3.202344222,3.304025386,1464.396163,3.331770357,3.44371173,3.549923466,NA,3.075936525,3.496442305,3.898893912,1254.717767,3.101878621,3.212759166,3.324315474
2022/2/28,NA,2.874571828,3.015632226,3.135024023,2455.93259,3.224173699,3.356432504,3.489596226,500,3.101904762,3.206581463,3.309750399,500,3.323761141,3.437062069,3.544445044,NA,3.080030816,3.496365261,3.897248347,4670.165131,3.117843239,3.226995655,3.335372577
2022/3/1,500,2.891162075,3.026769953,3.143150513,2536.385416,3.217712486,3.348981951,3.485095985,1072.791631,3.106784131,3.21186908,3.314302645,500,3.317661602,3.431787592,3.540799293,NA,3.081778753,3.496932505,3.897663609,3958.36781,3.124814303,3.234311816,3.342383263
2022/3/2,500,2.907095334,3.037965395,3.152189813,1415.775668,3.209373177,3.338692477,3.472526095,500,3.112737501,3.217933594,3.320634479,500,3.314708541,3.428535863,3.537386728,NA,3.086879541,3.495569599,3.896492764,2100.290997,3.125285676,3.234274713,3.340205576
2022/3/3,500,2.924065274,3.050776456,3.161672781,500,3.197666194,3.328413758,3.4603199,500,3.121276043,3.224379642,3.325789453,500,3.310914428,3.424537349,3.533079414,NA,3.087388134,3.496495075,3.893811258,903.0797572,3.115684618,3.228130448,3.334686079
2022/3/4,500,2.944718318,3.063391243,3.171730236,2941.27101,3.182743317,3.31618262,3.447837252,1703.473343,3.12815261,3.230828057,3.332980069,500,3.30855907,3.421811136,3.530089688,NA,3.087077377,3.497172008,3.892506435,500,3.107401067,3.217729491,3.323260395
2022/3/5,948.9020329,2.962284341,3.076682352,3.181734146,500,3.170697556,3.304194307,3.435062223,2095.575221,3.134961234,3.238294523,3.338651618,500,3.307813496,3.419655942,3.529693366,NA,3.08584571,3.496609873,3.890074597,500,3.095691335,3.206528402,3.313372099
2022/3/6,500,2.979703486,3.089857776,3.193776459,500,3.15784883,3.293400207,3.42113833,500,3.143214521,3.245964774,3.345872686,500,3.30795119,3.418264393,3.529220996,NA,3.08474215,3.495382551,3.890064046,500,3.082606936,3.193267537,3.300156626
2022/3/7,1078.53916,2.997028988,3.10378959,3.205285745,500,3.14454246,3.283479462,3.412215138,500,3.152489087,3.254235294,3.354510376,500,3.308835292,3.417488475,3.528435035,NA,3.086391108,3.495116396,3.8918512,895.3994854,3.068293226,3.180568395,3.286654686
2022/3/8,500,3.012763316,3.117525021,3.216040293,500,3.13389322,3.275688136,3.403216931,1550.241514,3.163863302,3.263011213,3.360561873,12014.21151,3.311025828,3.417255549,3.526807694,NA,3.089956966,3.495768004,3.89580959,500,3.053838385,3.168744357,3.275692644
2022/3/9,500,3.028824373,3.131661991,3.229207228,3140.638654,3.127492936,3.269126928,3.39799095,500,3.175294004,3.272306183,3.367487182,9405.722052,3.311086327,3.416815862,3.524941306,NA,3.090175757,3.498024556,3.896057681,943.8460398,3.038772142,3.156946928,3.264660194
2022/3/10,500,3.045917892,3.14524319,3.241358354,500,3.121880439,3.263040681,3.391136543,500,3.185735673,3.281807074,3.377324649,500,3.313985671,3.415735867,3.522783234,NA,3.090662374,3.496706545,3.898490535,1769.089069,3.027261497,3.145812091,3.253824235
2022/3/11,1081.880699,3.063601126,3.158911118,3.254470172,500,3.115486878,3.258533137,3.38825432,852.4500678,3.195707208,3.291617576,3.386108688,1128.758952,3.31460898,3.414709545,3.522804565,NA,3.090209165,3.495287446,3.894301541,910.6916635,3.011892371,3.134882099,3.245691948
2022/3/12,500,3.078437406,3.171869433,3.268068357,1366.420339,3.110207819,3.256721759,3.385985668,1045.361161,3.206551086,3.3020221,3.39366406,500,3.314875589,3.414226952,3.524750661,NA,3.08601994,3.494789953,3.895969701,500,3.001285424,3.124874426,3.237314145
2022/3/13,1267.831813,3.092922838,3.184781713,3.280538904,500,3.111518483,3.256149816,3.385997908,2505.456499,3.215569091,3.311513402,3.40254361,500,3.314331559,3.414454973,3.525219685,NA,3.086822036,3.494087915,3.898803546,500,2.989878748,3.116818244,3.233434947
2022/3/14,500,3.108264889,3.197240382,3.292820337,500,3.11161426,3.25873684,3.387828586,1180.729792,3.225218826,3.321426544,3.409758595,500,3.315520259,3.414415467,3.525951023,NA,3.086758774,3.492739066,3.901782804,500,2.981932238,3.112759394,3.231240848
2022/3/15,500,3.120555463,3.209458923,3.304553384,1321.512783,3.115982435,3.262943258,3.396073085,1527.188231,3.233475129,3.329877764,3.418914306,5420.747429,3.317961243,3.414998161,3.526543101,NA,3.083755788,3.490577377,3.906085218,500,2.978945786,3.112661549,3.232475043
2022/3/16,1339.780572,3.132260141,3.221236293,3.315221311,1944.380321,3.124188001,3.269502258,3.404715177,4599.014918,3.24252756,3.338038671,3.426986235,1103.477784,3.317733583,3.415758142,3.526808524,NA,3.08266052,3.488882388,3.909287172,500,2.981525197,3.115938071,3.235030346
2022/3/17,1552.764897,3.144735855,3.232204233,3.325663216,500,3.132826972,3.278190067,3.412818724,3393.306845,3.250364392,3.345338594,3.435712258,500,3.318901941,3.416954055,3.527307736,NA,3.079927057,3.487254018,3.908882121,500,2.991946834,3.123689818,3.241898578
2022/3/18,6096.487801,3.156007999,3.241680308,3.335525443,500,3.147700656,3.288270094,3.424332486,1390.876287,3.256842961,3.351392626,3.441450186,500,3.320619486,3.418203129,3.528444017,NA,3.07660542,3.486403008,3.914866381,1038.583638,3.006341683,3.134334877,3.251745058
2022/3/19,3620.190613,3.164261224,3.250639448,3.344021517,500,3.161189607,3.303323407,3.440730981,1606.218866,3.262122948,3.356744448,3.448547702,1394.398946,3.322184807,3.419542658,3.52771358,NA,3.075120067,3.485426187,3.913732655,500,3.022309084,3.148333399,3.265429027
2022/3/20,500,3.172950243,3.258916308,3.352125138,500,3.180489253,3.320252582,3.457996644,1406.994813,3.268264778,3.362459837,3.452883452,500,3.323805008,3.420959069,3.527907421,NA,3.073819735,3.483851405,3.916724087,500,3.046182055,3.16588038,3.281506217
2022/3/21,906.1075589,3.179514141,3.266546722,3.360907089,1206.97998,3.201959497,3.339783953,3.476921223,500,3.27360723,3.367111674,3.458614894,500,3.325094887,3.423177597,3.527923983,NA,3.067782405,3.481897005,3.914170754,5942.23384,3.067026897,3.184367105,3.300004949
2022/3/22,500,3.187231993,3.273779698,3.367432452,500,3.226980115,3.362482289,3.496801641,2262.225995,3.279002811,3.372042225,3.462935578,1726.619718,3.326865687,3.425809471,3.530613873,NA,3.066114334,3.480582929,3.914700005,500,3.08869082,3.205557262,3.318520849
2022/3/23,1726.931371,3.194231836,3.280220495,3.373241447,4293.050984,3.25444342,3.386011896,3.520874382,2479.090455,3.283626404,3.377362729,3.46709059,1096.577726,3.329367946,3.428807171,3.53291047,NA,3.05858688,3.477947278,3.915403501,500,3.114019815,3.228096697,3.338958693
2022/3/24,500,3.201871474,3.287303808,3.378437953,1130.649077,3.280392748,3.411210859,3.546428957,2450.899599,3.28904032,3.381557189,3.471980263,500,3.332934499,3.43172521,3.53604885,NA,3.060514158,3.475816906,3.917231048,1078.904269,3.141158446,3.252512767,3.36369509
2022/3/25,500,3.207440958,3.294064945,3.387674188,500,3.30712678,3.437458326,3.571238505,1133.738312,3.294673853,3.386676266,3.477915603,8589.746394,3.33454974,3.434914237,3.539329968,NA,3.059238346,3.474463835,3.920807856,500,3.17021265,3.278612436,3.387999117
2022/3/26,1165.556212,3.214022524,3.300925059,3.394477778,4807.972383,3.334978014,3.463075223,3.596667841,1309.561025,3.300078068,3.391796975,3.483528983,500,3.338144302,3.4378817,3.542566379,NA,3.054499397,3.47341217,3.923418287,720.7750104,3.200766675,3.307097646,3.412851921
2022/3/27,1324.476557,3.219906512,3.308039832,3.400217971,1684.575435,3.361343154,3.489261008,3.622842222,1862.228202,3.304838233,3.397291696,3.48909003,500,3.340881861,3.441386318,3.544645172,NA,3.05183929,3.471478388,3.918876695,2269.311385,3.230435441,3.335151753,3.440861324
2022/3/28,500,3.226940331,3.314399664,3.406723778,3887.579555,3.388628488,3.514390001,3.645142109,2021.648024,3.310729544,3.404221606,3.495342954,500,3.344258966,3.444209952,3.547494537,NA,3.051591557,3.469742342,3.919218604,2157.971552,3.258671564,3.363136783,3.471313623
2022/3/29,3392.616616,3.232794155,3.32092206,3.414004356,4780.497327,3.41133458,3.537389592,3.670567152,3633.108972,3.319247055,3.411676836,3.503270637,3757.419036,3.34870508,3.447703607,3.549804556,NA,3.052161722,3.46715465,3.916399192,5378.334037,3.28215912,3.388199002,3.496570569
2022/3/30,2618.027331,3.238010995,3.327557864,3.418287514,4005.538092,3.434194369,3.558343831,3.692251702,1292.791799,3.326535918,3.419084548,3.510226597,500,3.352028348,3.45116853,3.551914453,NA,3.050274151,3.464423981,3.916171319,1950.231502,3.304488507,3.409444996,3.520061205
2022/3/31,NA,3.24247513,3.333408536,3.424158947,4269.456454,3.454003003,3.578137188,3.714412714,2413.77874,3.335729144,3.427637348,3.521165713,2881.489474,3.354969051,3.454717274,3.554840871,NA,3.050047481,3.460311673,3.912605209,6387.751141,3.319610572,3.427015395,3.537340393
2022/4/1,1891.753976,3.247255234,3.338396312,3.429587495,3820.528848,3.470785448,3.59635507,3.732433201,1412.296469,3.344405119,3.437086921,3.531069019,5263.849277,3.357019237,3.458817077,3.556931641,NA,3.050534423,3.457112749,3.909426145,2814.979627,3.330187847,3.438490572,3.54982018
2022/4/2,2023.603597,3.250537457,3.343840238,3.43577125,3557.168898,3.484871642,3.611831246,3.747915744,1351.831468,3.355703016,3.447803978,3.541162059,500,3.363025759,3.462664454,3.559279451,NA,3.046732987,3.455114913,3.90037868,2326.15851,3.340390108,3.447206119,3.55852616
2022/4/3,NA,3.25495015,3.349559053,3.441153064,2340.878266,3.497866501,3.626493445,3.76355993,882.676804,3.365057514,3.459382337,3.553915636,500,3.367373785,3.467034422,3.563948664,NA,3.043248728,3.453529624,3.892991078,2276.30239,3.34486336,3.451308623,3.566230964
2022/4/4,948.7211707,3.259734936,3.354146175,3.44657984,4007.947393,3.509003958,3.640579478,3.775094102,1901.905464,3.377091157,3.47254199,3.566835329,2976.170405,3.370680592,3.470831933,3.567470536,NA,3.0363648,3.449372863,3.889771646,2481.02022,3.346976887,3.452448603,3.57009837
2022/4/5,1180.665909,3.263848741,3.359625773,3.452666942,4269.313012,3.517376784,3.653857954,3.789430196,1599.123681,3.392309533,3.486774076,3.583883161,500,3.37437583,3.474920954,3.570293874,NA,3.038933754,3.445775143,3.887424821,4078.591154,3.345923933,3.451818848,3.568118378
2022/4/6,NA,3.27007032,3.36432757,3.458706019,5663.451298,3.527936679,3.665296651,3.803829477,5952.179844,3.40672784,3.50179737,3.598327616,500,3.379785991,3.480200155,3.573995999,NA,3.03766605,3.443159473,3.890281478,2392.965519,3.340486547,3.448452437,3.561023372
2022/4/7,983.077409,3.275803156,3.369393393,3.463423745,3307.073067,3.536795991,3.674014399,3.815675535,3335.331522,3.422751806,3.516970513,3.613867457,500,3.38786073,3.485161646,3.580885646,NA,3.036559701,3.440345023,3.89213209,2482.43641,3.335046264,3.44365896,3.557546831
2022/4/8,1342.40436,3.28059081,3.374245213,3.46832201,6234.556559,3.54652329,3.683027627,3.824264585,4846.481891,3.437412094,3.532038457,3.630131267,2649.742306,3.396052232,3.49052256,3.58610323,NA,3.032297424,3.437982174,3.889726005,2978.882525,3.328003166,3.43793784,3.551857258
2022/4/9,1297.787664,3.286674927,3.379139543,3.471764572,2732.515551,3.552873762,3.690948027,3.835649361,2261.887602,3.452721579,3.547356019,3.645481066,1323.071527,3.404166999,3.496561222,3.590864248,NA,3.03110843,3.434303228,3.882942617,1804.62316,3.32131395,3.433084931,3.547455333
2022/4/10,2797.114628,3.292288712,3.383234109,3.47662778,8040.4872,3.559673835,3.699080397,3.8429901,3281.237754,3.466074701,3.562060881,3.661874593,500,3.410707186,3.50283668,3.597746457,NA,3.03084675,3.430293756,3.883576566,500,3.316510004,3.42916768,3.54272283
